delivery_id,driver_no,delivery_distance_meters,delivery_status,order_id,channel_id,payment_status,shipping_weight,Warehouse_block,Warehouse_city,place_of_dispatch,place_of_loading,place_of_discharge,post_place_of_discharge,place_of_dispatch_date,place_of_loading_date,place_of_discharge_date,post_place_of_discharge_date,predicted_delivered_date,last_tracked_with_vessel
2192060,4979,1804,DELIVERED,e8f199441d1,5,PAID,1665,B,San Jose,"Thuan An, Tinh Quang Nam, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",31/05/2021,01/06/2021,17/07/2021,15/07/2021,03/08/2021,26/07/2021
2192066,11480,2218,DELIVERED,08bcce4f2ae,5,PAID,1711,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",03/06/2021,16/06/2021,20/07/2021,27/07/2021,27/07/2021,24/08/2021
2192069,13863,3191,DELIVERED,eeaf3cadb2c,5,PAID,1043,B,San Jose,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",08/06/2021,10/06/2021,12/07/2021,20/07/2021,24/07/2021,22/07/2021
2192073,463,6306,DELIVERED,5db79b1e054,5,PAID,1818,D,New York,"Dallas, Texas, United States","Dallas, Texas, United States","Pelabuhan Klang, Selangor, Malaysia","Pelabuhan Klang, Selangor, Malaysia",23/07/2021,30/07/2021,12/09/2021,15/08/2021,29/09/2021,24/08/2021
2192075,3863,1300,DELIVERED,ee0599e9e60,15,PAID,1550,B,San Jose,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",08/06/2021,10/06/2021,22/07/2021,20/07/2021,08/08/2021,26/07/2021
2192077,11480,908,DELIVERED,ce99381223b,5,PAID,1944,A,Birmingham,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",09/06/2021,12/06/2021,23/07/2021,20/07/2021,09/08/2021,24/08/2021
2192078,5037,587,DELIVERED,48b310bf517,5,PAID,5469,B,San Jose,"Thuan An, Tinh Quang Nam, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",10/06/2021,16/06/2021,16/07/2021,06/08/2021,06/08/2021,24/08/2021
2192080,13043,3211,DELIVERED,88e4448de3f,5,PAID,4423,C,Boston,,,,,,,,,,
2192081,9301,842,DELIVERED,0eab34bb50c,5,PAID,4534,B,San Jose,"Houston, Texas, United States","Houston, Texas, United States","Cartagena, Departamento de Bolivar, Colombia",,20/07/2021,22/07/2021,07/08/2021,,24/08/2021,26/07/2021
2192086,11466,2151,DELIVERED,77b0ad90c69,5,PAID,4714,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States",,16/06/2021,16/06/2021,04/08/2021,,21/08/2021,11/09/2021
2192087,2638,2346,DELIVERED,c467b847c39,5,PAID,5362,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",05/06/2021,05/06/2021,,30/07/2021,03/08/2021,03/08/2021
2192088,8592,380,DELIVERED,c6a2519d4be,1,PAID,5611,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Zhoushan, Zhejiang Sheng, China","Sydney, State of New South Wales, Australia","Sydney, State of New South Wales, Australia",20/08/2021,27/08/2021,07/09/2021,08/09/2021,24/09/2021,23/08/2021
2192089,6657,3137,DELIVERED,aaf59d901d7,5,PAID,5113,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",10/07/2021,19/07/2021,22/08/2021,02/09/2021,30/08/2021,24/08/2021
2192090,16430,1756,DELIVERED,dac7ed6370f,5,PAID,4800,C,Boston,,,,,,,,,,
2192091,4737,2956,DELIVERED,68a2a395b1d,5,PAID,8962,B,San Jose,"Xiamen, Fujian Sheng, China","Xiamen, Fujian Sheng, China","Los Angeles, California, United States","Phoenix, Arizona, United States",20/06/2021,20/06/2021,03/07/2021,,20/07/2021,18/06/2021
2192092,4737,2570,DELIVERED,945a6e2352d,5,PAID,4427,D,New York,,,,,,,,,,
2192095,2000,3734,DELIVERED,52e58d19d7d,5,PAID,5125,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",15/07/2021,15/07/2021,,20/08/2021,24/08/2021,28/08/2021
2192096,2000,3734,DELIVERED,b6f3a815b2a,5,PAID,5480,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",05/07/2021,05/07/2021,,13/08/2021,17/08/2021,16/08/2021
2192099,15561,2176,DELIVERED,62a1b177ed1,5,PAID,4120,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Los Angeles, California, United States",16/06/2021,22/06/2021,16/07/2021,09/08/2021,13/08/2021,19/08/2021
2192105,10932,853,DELIVERED,b8bb1f1baca,5,PAID,5795,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",04/06/2021,04/06/2021,26/06/2021,13/07/2021,17/07/2021,19/07/2021
2192106,26510,1078,DELIVERED,6743f8a6e52,5,PAID,4900,B,San Jose,,,,,,,,,,
2192107,27639,1295,DELIVERED,dbe45f317e6,5,PAID,17259,D,New York,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",20/06/2021,27/06/2021,14/07/2021,04/08/2021,08/08/2021,24/08/2021
2192108,8940,1362,DELIVERED,e3a33ec7950,5,PAID,5174,B,San Jose,"Houston, Texas, United States","Houston, Texas, United States","Ningbo, Zhejiang Sheng, China",,26/07/2021,29/07/2021,06/09/2021,,23/09/2021,17/08/2021
2192112,5274,2637,DELIVERED,b1dcf578525,17,PAID,5437,A,Birmingham,"Tianjin Xingang, Tianjin Shi, China","Tianjin Xingang, Tianjin Shi, China","Los Angeles, California, United States","Dallas, Texas, United States",24/06/2021,28/06/2021,16/08/2021,20/08/2021,23/08/2021,24/08/2021
2192116,24933,2147,DELIVERED,01567b27c1e,5,PAID,4498,B,San Jose,"Houston, Texas, United States","Houston, Texas, United States","Kotka, Kymenlaakso, Finland","Kotka, Kymenlaakso, Finland",21/09/2021,21/09/2021,19/10/2021,,05/11/2021,17/09/2021
2192118,15086,7333,DELIVERED,5a639662805,5,PAID,10244,C,Boston,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",26/05/2021,07/06/2021,22/06/2021,20/07/2021,20/07/2021,24/08/2021
2192119,18937,190,DELIVERED,4f744b77161,5,PAID,4538,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",21/06/2021,27/06/2021,14/07/2021,04/08/2021,08/08/2021,07/08/2021
2192121,5046,3182,DELIVERED,f1ce9668caa,5,PAID,5005,D,New York,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",04/04/2021,09/04/2021,09/05/2021,19/05/2021,23/05/2021,15/07/2021
2192122,7886,1483,DELIVERED,f86d170f816,5,PAID,4052,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",07/05/2021,08/05/2021,06/06/2021,15/06/2021,19/06/2021,28/06/2021
2192127,313,2333,DELIVERED,7ce662344ba,5,PAID,4376,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Los Angeles, California, United States",18/06/2021,21/06/2021,08/07/2021,,25/07/2021,05/07/2021
2192128,8091,2207,DELIVERED,c7e95242523,10,PAID,5629,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",06/07/2021,06/07/2021,,18/08/2021,22/08/2021,06/09/2021
2192130,23523,3819,DELIVERED,11626df60cb,5,PAID,5622,C,Boston,"Cat Lai, Tinh GJong Nai, Vietnam","Cai Mep International Terminal, , Vietnam","Los Angeles, California, United States","Los Angeles, California, United States",24/06/2021,01/07/2021,27/07/2021,05/08/2021,09/08/2021,28/08/2021
2192133,3754,1861,DELIVERED,5764e04311e,5,PAID,5625,B,San Jose,"Dallas, Texas, United States","Los Angeles, California, United States","Qingdao, Shandong Sheng, China","Qingdao, Shandong Sheng, China",19/08/2021,21/09/2021,08/10/2021,02/08/2021,25/10/2021,24/08/2021
2192137,5018,4903,DELIVERED,e9dacecb2e2,5,PAID,4341,D,New York,"Dallas, Texas, United States","Long Beach, California, United States","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Tan Thanh, Tinh Ba Ria-Vung Tau, Vietnam",26/07/2021,26/07/2021,12/08/2021,,29/08/2021,12/07/2021
2192140,27122,820,DELIVERED,6f40116cbb9,5,PAID,5650,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",24/06/2021,30/06/2021,14/08/2021,18/08/2021,20/08/2021,24/08/2021
2192141,19586,2628,DELIVERED,afca90e49d3,5,PAID,5953,A,Birmingham,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",23/05/2021,02/06/2021,18/06/2021,07/07/2021,11/07/2021,13/07/2021
2192146,6657,1257,DELIVERED,52f3548070f,5,PAID,5098,B,San Jose,"Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",23/06/2021,02/07/2021,31/07/2021,19/08/2021,23/08/2021,24/08/2021
2192150,17249,454,DELIVERED,be850089a0d,5,PAID,5297,C,Boston,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",17/06/2021,05/07/2021,26/07/2021,03/08/2021,07/08/2021,07/08/2021
2192151,29077,3997,DELIVERED,e8832129bb1,15,PAID,4758,B,San Jose,"Houston, Texas, United States",,,,03/09/2021,03/09/2021,,,,14/09/2021
2192159,20008,2309,DELIVERED,6bede4d45c0,5,PAID,5565,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Los Angeles, California, United States","Long Beach, California, United States",27/06/2021,30/06/2021,05/08/2021,11/08/2021,15/08/2021,06/09/2021
2192160,464,1902,DELIVERED,c26d6d3ee31,5,PAID,4343,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Houston, Texas, United States","Houston, Texas, United States",02/08/2021,11/08/2021,13/09/2021,01/01/1900,21/09/2021,17/09/2021
2192162,20008,294,DELIVERED,cedb5a81e6e,5,PAID,4484,A,Birmingham,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",23/06/2021,23/06/2021,24/07/2021,29/07/2021,02/08/2021,03/08/2021
2192163,1173,939,DELIVERED,117978bd0e0,5,PAID,4355,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",19/06/2021,02/07/2021,27/07/2021,13/08/2021,13/08/2021,24/08/2021
2192166,4586,1358,DELIVERED,d346435417e,5,PAID,4013,C,Boston,,,,,,,,,,
2192167,29060,6269,DELIVERED,ea118197634,5,PAID,4534,B,San Jose,,,,,,,,,,
2192170,5528,2743,DELIVERED,32bfb97486e,10,PAID,4470,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",21/04/2021,21/04/2021,06/05/2021,,23/05/2021,08/07/2021
2192173,17832,250,DELIVERED,54cefc515b9,5,PAID,4836,B,San Jose,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Long Beach, California, United States",04/08/2021,04/08/2021,26/08/2021,,12/09/2021,17/09/2021
2192174,26010,1282,DELIVERED,e2c11a6d476,3,PAID,4979,A,Birmingham,,,,,,,,,15/11/2021,
2192179,15050,706,DELIVERED,cf7f81648e1,5,PAID,5759,B,San Jose,"Fuzhou, Fujian Sheng, China","Fuzhou, Fujian Sheng, China","Los Angeles, California, United States","Dallas, Texas, United States",07/06/2021,13/06/2021,05/08/2021,11/08/2021,12/08/2021,24/08/2021
2192181,14334,1768,DELIVERED,10922fb714c,5,PAID,10129,C,Boston,"Los Angeles, California, United States","Los Angeles, California, United States","Batu Ampar, Daerah Khusus Ibukota Jakarta, Indonesia",,25/05/2021,25/05/2021,08/07/2021,,25/07/2021,08/07/2021
2192183,26707,2778,DELIVERED,9d5b7d1160d,5,PAID,5559,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",14/07/2021,14/07/2021,,16/09/2021,20/09/2021,18/09/2021
2192185,12893,1262,DELIVERED,852ab80ce27,5,PAID,5394,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Rotterdam, Provincie Zuid-Holland, Netherlands","Rotterdam, Provincie Zuid-Holland, Netherlands",01/08/2021,09/08/2021,08/09/2021,11/09/2021,25/09/2021,21/08/2021
2192189,8091,4841,DELIVERED,1fda8594f69,5,PAID,4598,B,San Jose,,,,,,,,,,
2192191,7033,3575,DELIVERED,0ee3ff1d00a,5,PAID,5870,A,Birmingham,,,,,,,,,,
2192192,15218,1725,DELIVERED,2fa64a69cad,5,PAID,20512,B,San Jose,,,,,,,,,,
2192195,6646,1511,DELIVERED,2b620054feb,5,PAID,5208,C,Boston,,,,,,,,,,
2192196,14701,4036,DELIVERED,90e2e117e8b,5,PAID,5147,B,San Jose,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",23/06/2021,24/06/2021,25/07/2021,29/07/2021,02/08/2021,03/08/2021
2192198,20223,963,DELIVERED,e43540ef547,5,PAID,5961,D,New York,"Thuan An, Tinh Quang Nam, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam",,"Dallas, Texas, United States",09/07/2021,10/07/2021,,23/08/2021,27/08/2021,19/08/2021
2192199,15050,2033,DELIVERED,f917665d23e,5,PAID,5661,B,San Jose,"Shekou, Guangdong Sheng, China","Shekou, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",08/06/2021,12/06/2021,16/08/2021,14/08/2021,02/09/2021,24/08/2021
2192202,888,3167,DELIVERED,2f0e9035882,5,PAID,4066,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",16/06/2021,19/06/2021,08/08/2021,17/08/2021,17/08/2021,24/08/2021
2192203,15050,1794,DELIVERED,cff60ea0164,5,PAID,4114,B,San Jose,"Calipatria, California, United States","Los Angeles, California, United States","Dalian, Liaoning Sheng, China","Dallas, Texas, United States",19/08/2021,22/08/2021,22/09/2021,18/07/2021,09/10/2021,24/08/2021
2192205,29638,3175,DELIVERED,396772497e3,5,PAID,5660,C,Boston,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",20/07/2021,27/07/2021,14/08/2021,19/08/2021,23/08/2021,24/08/2021
2192207,29267,1543,DELIVERED,f71c63bf7ab,5,PAID,4947,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States",,29/06/2021,29/06/2021,18/08/2021,,04/09/2021,21/08/2021
2192208,14568,762,DELIVERED,5dfff8bcaf8,13,PAID,4028,D,New York,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",09/06/2021,09/06/2021,18/08/2021,27/08/2021,27/08/2021,24/08/2021
2192211,491,5299,DELIVERED,ab3b35deac7,5,PAID,5085,B,San Jose,,,,,,,,,12/11/2021,
2192212,20500,1599,DELIVERED,93bd41fb184,5,PAID,4932,A,Birmingham,"Dallas, Texas, United States","Long Beach, California, United States","Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China",28/06/2021,15/07/2021,31/07/2021,31/07/2021,17/08/2021,19/07/2021
2192215,16180,277,DELIVERED,02c2636b9cc,5,PAID,10924,B,San Jose,"Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",03/07/2021,03/07/2021,18/08/2021,16/08/2021,04/09/2021,24/08/2021
2192217,7783,2525,DELIVERED,45c8a0fa407,5,PAID,11168,C,Boston,"Nansha, Guangdong Sheng, China","Nansha, Guangdong Sheng, China","Long Beach, California, United States","Gainesville, Texas, United States",12/06/2021,05/07/2021,27/07/2021,02/08/2021,06/08/2021,08/08/2021
2192218,5037,1521,DELIVERED,b19b3a6c135,3,PAID,4660,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",17/06/2021,17/06/2021,23/08/2021,31/08/2021,31/08/2021,01/09/2021
2192220,26226,904,DELIVERED,b9483517c32,5,PAID,4795,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",06/06/2021,06/06/2021,19/06/2021,,06/07/2021,12/07/2021
2192223,23900,1567,DELIVERED,dd6463ae161,5,PAID,5748,B,San Jose,,,,,,,,,26/07/2021,
2192224,18937,3237,DELIVERED,89f1a8300dc,15,PAID,4129,A,Birmingham,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",01/06/2021,01/06/2021,08/07/2021,24/07/2021,28/07/2021,26/07/2021
2192225,2519,427,DELIVERED,101bd5de0b3,15,PAID,4098,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",20/07/2021,27/07/2021,26/08/2021,02/09/2021,06/09/2021,01/09/2021
2192226,526,1528,DELIVERED,6f486de499a,5,PAID,5989,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Cai Mep, Tinh Ba Ria-Vung Tau, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",20/07/2021,27/07/2021,27/08/2021,02/09/2021,06/09/2021,31/08/2021
2192228,7638,2763,DELIVERED,cd3f21c4764,2,PAID,5180,B,San Jose,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Dallas, Texas, United States",10/09/2021,10/09/2021,26/09/2021,02/10/2021,04/10/2021,05/10/2021
2192231,9231,1915,DELIVERED,482261f629f,5,PAID,5974,D,New York,"Yantian, Guangdong Sheng, China","Yantian, Guangdong Sheng, China","Long Beach, California, United States","Dallas, Texas, United States",17/03/2021,20/03/2021,07/04/2021,,24/04/2021,21/04/2021
2192232,6170,3537,DELIVERED,75ca93d38d6,5,PAID,4855,B,San Jose,"Chattogram, Chittagong, Bangladesh","Chattogram, Chittagong, Bangladesh","Long Beach, California, United States","Dallas, Texas, United States",17/06/2021,17/06/2021,23/08/2021,31/08/2021,31/08/2021,01/09/2021
2192239,30561,3621,DELIVERED,4aade4a19fc,5,PAID,4487,A,Birmingham,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Houston, Texas, United States","Houston, Texas, United States",20/07/2021,20/07/2021,,17/09/2021,21/09/2021,18/09/2021
2192240,23900,1144,DELIVERED,9b2c792d74c,5,PAID,5789,B,San Jose,,,,,,,,,13/07/2021,
2192241,18487,225,DELIVERED,19b6624021b,5,PAID,4379,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",26/05/2021,31/05/2021,29/06/2021,07/07/2021,11/07/2021,21/07/2021
2192243,10294,2650,DELIVERED,c3bf95168ef,5,PAID,4345,B,San Jose,"Ningbo, Zhejiang Sheng, China","Ningbo, Zhejiang Sheng, China","Durban, KwaZulu-Natal, South Africa","Durban, KwaZulu-Natal, South Africa",16/07/2021,16/07/2021,07/08/2021,,24/08/2021,22/07/2021
2192244,14666,2662,DELIVERED,d2bed66ee30,15,PAID,10188,D,New York,,,,,,,,,,
2192247,217,2504,DELIVERED,ce35aca77a6,5,PAID,5013,B,San Jose,"Bouse, Arizona, United States","Los Angeles, California, United States","Dammam, Eastern Province, Saudi Arabia","Dammam, Eastern Province, Saudi Arabia",24/08/2021,06/09/2021,17/10/2021,18/07/2021,21/07/2021,24/08/2021
2192248,23777,3295,DELIVERED,249d9e6ceb6,5,PAID,4509,A,Birmingham,,,,,,,,,,
2192251,26520,400,DELIVERED,60828965692,5,PAID,30150,B,San Jose,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Vung Tau, Tinh Ba Ria-Vung Tau, Vietnam","Los Angeles, California, United States","Dallas, Texas, United States",29/06/2021,04/07/2021,10/08/2021,16/08/2021,18/08/2021,24/08/2021
2192253,17832,481,DELIVERED,155abf4b9e8,5,PAID,4670,C,Boston,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","Ho Chi Minh City, Ho Chi Minh City, Vietnam","Long Beach, California, United States","Dallas, Texas, United States",08/07/2021,08/07/2021,19/08/2021,02/09/2021,03/09/2021,01/09/2021
2192254,18754,1762,DELIVERED,519fa0f8870,10,PAID,4983,B,San Jose,,,,,,,,,,
2192256,8289,1732,DELIVERED,0902cf0dc7c,5,PAID,5428,D,New York,"Shanghai, Shanghai Shi, China","Shanghai, Shanghai Shi, China","Long Beach, California, United States","Gainesville, Texas, United States",06/06/2021,13/06/2021,30/06/2021,12/07/2021,12/07/2021,13/07/2021
2192260,7111,540,DELIVERED,e9e771800bb,5,PAID,4636,B,San Jose,,,,,,,,,23/07/2021,
2192262,9391,4102,DELIVERED,e1d42e79b87,5,PAID,5098,A,Birmingham,"Dallas, Texas, United States","Houston, Texas, United States",,"Dallas, Texas, United States",09/08/2021,28/08/2021,,02/08/2021,04/08/2021,24/08/2021
